canonical_spec,claim_id,statement,source_path,source_heading,short_quote,status,BACKLOG_ID,BACKLOG_STATUS
governance-iron-protocol.md,GOV-099,- Date acknowledgment must be validated before proceeding with document generation,./docs/governance/TEMPORAL_GUARDRAILS.md,Authoritative Date Source,- Date acknowledgment must be validated before proceeding with document generation,traceable,,
governance-iron-protocol.md,GOV-100,"Today is 17 December 2025. All documents created today must reference ""17 December 2025"" in their date headers. Historical events (e.g., ""EUDR delayed in October 2024"") should retain their correct his",./docs/governance/TEMPORAL_GUARDRAILS.md,Authoritative Date Source,"Today is 17 December 2025. All documents created today must reference ""17 December 2025"" in their da",traceable,,
ingestion-update-lifecycle.md,ING-001,2. [ ] Confirm no architectural changes required,./docs/CODEX_DELEGATION_SPEC.md,Pre-Delegation Checklist,2. [ ] Confirm no architectural changes required,traceable,,
ingestion-update-lifecycle.md,ING-002,"**Review Checkpoint:** Verify exports, types, and test coverage before integration.",./docs/CODEX_DELEGATION_SPEC.md,Task 1: Database Test Helper Utilities,"**Review Checkpoint:** Verify exports, types, and test coverage before integration.",traceable,,
ingestion-update-lifecycle.md,ING-003,Write tests in `server/test-helpers/api-mocks.test.ts` to validate:,./docs/CODEX_DELEGATION_SPEC.md,Task 2: External API Mock Generator,Write tests in `server/test-helpers/api-mocks.test.ts` to validate:,traceable,,
ingestion-update-lifecycle.md,ING-004,**Review Checkpoint:** Verify type compatibility with production code before merging.,./docs/CODEX_DELEGATION_SPEC.md,Task 2: External API Mock Generator,**Review Checkpoint:** Verify type compatibility with production code before merging.,traceable,,
ingestion-update-lifecycle.md,ING-005,Each component should:,./docs/CODEX_DELEGATION_SPEC.md,Task 8: UI Feature Component Scaffolding,Each component should:,traceable,,
ingestion-update-lifecycle.md,ING-006,1. [ ] Verify task is self-contained and isolated,./docs/CODEX_DELEGATION_SPEC.md,Pre-Delegation Checklist,1. [ ] Verify task is self-contained and isolated,traceable,,
ingestion-update-lifecycle.md,ING-007,- Verify acceptance criteria met,./docs/CODEX_DELEGATION_SPEC.md,Integration Process,- Verify acceptance criteria met,traceable,,
ingestion-update-lifecycle.md,ING-008,- [List of files Codex should read],./docs/CODEX_DELEGATION_SPEC.md,Reference Files,- [List of files Codex should read],traceable,,
ingestion-update-lifecycle.md,ING-009,[When and how to validate completion],./docs/CODEX_DELEGATION_SPEC.md,Review Checkpoint,[When and how to validate completion],traceable,,
ingestion-update-lifecycle.md,ING-010,Codex should provide status updates in this format:,./docs/CODEX_DELEGATION_SPEC.md,Status Updates,Codex should provide status updates in this format:,traceable,,
ingestion-update-lifecycle.md,ING-011,- **Tested:** Unit tests ensure correctness,./docs/FILE_SYSTEM_MEMORY_ARCHITECTURE.md,4. Application Logic (`server/`),- **Tested:** Unit tests ensure correctness,traceable,,
ingestion-update-lifecycle.md,ING-012,**Solution:** Use `sort-keys` to ensure consistent JSON output.,./docs/FILE_SYSTEM_MEMORY_ARCHITECTURE.md,Strategy 3: Deterministic JSON Serialization,**Solution:** Use `sort-keys` to ensure consistent JSON output.,traceable,,
ingestion-update-lifecycle.md,ING-013,- [ ] Verify dashboard UI rendering,./docs/PIPELINE_OBSERVABILITY_SPEC.md,Phase 6: Testing & Validation,- [ ] Verify dashboard UI rendering,traceable,,
ingestion-update-lifecycle.md,ING-014,- What you must deliver (4-5 files),./CHATGPT_UPDATE_PROMPT.md,2. ChatGPT Instructions,- What you must deliver (4-5 files),traceable,,
ingestion-update-lifecycle.md,ING-015,**Must include:**,./CHATGPT_UPDATE_PROMPT.md,File 1: Ingestion Module,**Must include:**,traceable,,
ingestion-update-lifecycle.md,ING-016,8. **Don't skip documentation** - README is required,./CHATGPT_UPDATE_PROMPT.md,❌ DON'T:,8. **Don't skip documentation** - README is required,traceable,,
ingestion-update-lifecycle.md,ING-017,6. **Code Review:** CODEOWNERS review required,./ROADMAP_GITHUB_INTEGRATION.md,New Workflow (GitHub-First),6. **Code Review:** CODEOWNERS review required,traceable,,
ingestion-update-lifecycle.md,ING-018,Sync must occur after:,./ROADMAP_GITHUB_INTEGRATION.md,Additional Triggers,Sync must occur after:,traceable,,
ingestion-update-lifecycle.md,ING-019,Immediate sync required for:,./ROADMAP_GITHUB_INTEGRATION.md,Emergency Sync,Immediate sync required for:,traceable,,
ingestion-update-lifecycle.md,ING-020,"All third-party integrations (data sources, APIs, services) must follow the systematic evaluation framework defined in `INTEGRATIONS_RESEARCH_PROTOCOL.md`.",./ROADMAP_GITHUB_INTEGRATION.md,Integration Research Framework,"All third-party integrations (data sources, APIs, services) must follow the systematic evaluation fr",traceable,,
ingestion-update-lifecycle.md,ING-021,**Core Principle:** Integration research and implementation must not interrupt or delay core ISA development.,./ROADMAP_GITHUB_INTEGRATION.md,Non-Interruption Rule,**Core Principle:** Integration research and implementation must not interrupt or delay core ISA dev,traceable,,
ingestion-update-lifecycle.md,ING-022,- **Action Required:** Authenticate GitHub CLI or sync codebase to GitHub,./docs/GOVERNANCE_PHASE_2_3_REPORT.md,2. ENGINEERING BASELINE,- **Action Required:** Authenticate GitHub CLI or sync codebase to GitHub,traceable,,
ingestion-update-lifecycle.md,ING-023,- Measure citation completeness (100% required),./docs/ISA_AUTONOMOUS_ROADMAP_V1.md,Phase 2: Ask ISA RAG System (Priority: ⭐⭐⭐⭐⭐),- Measure citation completeness (100% required),traceable,,
ingestion-update-lifecycle.md,ING-024,- Completeness checks (required fields present),./docs/ISA_AUTONOMOUS_ROADMAP_V1.md,Phase 4: Production Hardening (Priority: ⭐⭐⭐),- Completeness checks (required fields present),traceable,,
ingestion-update-lifecycle.md,ING-025,**Critical Path:** Phases 1-2-3 must complete sequentially. Phases 4-5 can run in parallel after Phase 3.,./docs/ISA_AUTONOMOUS_ROADMAP_V1.md,Appendix: Phase Dependencies,**Critical Path:** Phases 1-2-3 must complete sequentially. Phases 4-5 can run in parallel after Pha,traceable,,
ingestion-update-lifecycle.md,ING-026,- All outputs must conform to JSON schema,./docs/ISA_WORKFLOW_IMPROVEMENTS.md,Action 1.2: Refactor Ingestion Prompts to 5-Block Structure,- All outputs must conform to JSON schema,traceable,,
ingestion-update-lifecycle.md,ING-027,"required: [""records"", ""errors"", ""summary""],",./docs/ISA_WORKFLOW_IMPROVEMENTS.md,Action 1.2: Refactor Ingestion Prompts to 5-Block Structure,"required: [""records"", ""errors"", ""summary""],",traceable,,
ingestion-update-lifecycle.md,ING-028,"required: [""row"", ""field"", ""error""],",./docs/ISA_WORKFLOW_IMPROVEMENTS.md,Action 1.2: Refactor Ingestion Prompts to 5-Block Structure,"required: [""row"", ""field"", ""error""],",traceable,,
ingestion-update-lifecycle.md,ING-029,"required: [""total"", ""success"", ""failed""],",./docs/ISA_WORKFLOW_IMPROVEMENTS.md,Action 1.2: Refactor Ingestion Prompts to 5-Block Structure,"required: [""total"", ""success"", ""failed""],",traceable,,
ingestion-update-lifecycle.md,ING-030,- All claims must be cited with [Source N] notation,./docs/ISA_WORKFLOW_IMPROVEMENTS.md,Action 2.1: Refactor Ask ISA Prompts to 5-Block Structure,- All claims must be cited with [Source N] notation,traceable,,
ingestion-update-lifecycle.md,ING-031,"required: [""answer"", ""sources"", ""confidence""],",./docs/ISA_WORKFLOW_IMPROVEMENTS.md,Action 2.1: Refactor Ask ISA Prompts to 5-Block Structure,"required: [""answer"", ""sources"", ""confidence""],",traceable,,
ingestion-update-lifecycle.md,ING-032,"required: [""id"", ""title"", ""url"", ""relevance""],",./docs/ISA_WORKFLOW_IMPROVEMENTS.md,Action 2.1: Refactor Ask ISA Prompts to 5-Block Structure,"required: [""id"", ""title"", ""url"", ""relevance""],",traceable,,
ingestion-update-lifecycle.md,ING-033,- [x] Fix boolean→number in INGEST-02_gdsn_current.ts (required field),./.md,Ingestion Script Fixes,- [x] Fix boolean→number in INGEST-02_gdsn_current.ts (required field),traceable,TM-007,OPEN
ingestion-update-lifecycle.md,ING-034,- [x] Fix boolean→number in INGEST-04_ctes_kdes.ts (mandatory and required fields),./.md,Ingestion Script Fixes,- [x] Fix boolean→number in INGEST-04_ctes_kdes.ts (mandatory and required fields),traceable,TM-008,OPEN
ingestion-update-lifecycle.md,ING-035,2. **Column Naming Consistency:** Drizzle schema uses camelCase for TypeScript but snake_case for database columns - tests must use TypeScript property names,./.md,Meta-Learnings,2. **Column Naming Consistency:** Drizzle schema uses camelCase for TypeScript but snake_case for da,traceable,TM-009,OPEN
ingestion-update-lifecycle.md,ING-036,- [x] Create server/test-helpers/db-test-utils.ts with 7 required functions:,./.md,TASK 1 — DB Test Helpers (PR #4 equivalent),- [x] Create server/test-helpers/db-test-utils.ts with 7 required functions:,traceable,TM-010,OPEN
ingestion-update-lifecycle.md,ING-037,- [x] Seed helpers must work within transaction context,./.md,TASK 1 — DB Test Helpers (PR #4 equivalent),- [x] Seed helpers must work within transaction context,traceable,TM-011,OPEN
ingestion-update-lifecycle.md,ING-038,**STATUS: ALREADY COMPLIANT** ✅ No changes required.,./.md,TASK 3 — CI Scripts (PR #5 equivalent) ✅ COMPLETE,**STATUS: ALREADY COMPLIANT** ✅ No changes required.,traceable,TM-012,OPEN
ingestion-update-lifecycle.md,ING-039,- [x] Must not be default (verified),./.md,TASK 3 — CI Scripts (PR #5 equivalent) ✅ COMPLETE,- [x] Must not be default (verified),traceable,TM-013,OPEN
ingestion-update-lifecycle.md,ING-040,- [x] Update docs/CI_TESTING.md ONLY if required (not required),./.md,TASK 3 — CI Scripts (PR #5 equivalent) ✅ COMPLETE,- [x] Update docs/CI_TESTING.md ONLY if required (not required),traceable,TM-014,OPEN
ingestion-update-lifecycle.md,ING-041,- [x] Deliverable: No PR required - existing implementation already compliant with spec,./.md,TASK 3 — CI Scripts (PR #5 equivalent) ✅ COMPLETE,- [x] Deliverable: No PR required - existing implementation already compliant with spec,traceable,TM-015,OPEN
ingestion-update-lifecycle.md,ING-042,- [x] Display delta analysis (5 required fields) on event detail page,./.md,Step 4: Minimal UI,- [x] Display delta analysis (5 required fields) on event detail page,traceable,TM-016,OPEN
ingestion-update-lifecycle.md,ING-043,"**Future Enhancements (Optional, NOT required for ISA-GRADE):**",./.md,🔒 BASELINE FROZEN — ISA News Hub v2 (25 January 2026),"**Future Enhancements (Optional, NOT required for ISA-GRADE):**",traceable,TM-017,OPEN
ingestion-update-lifecycle.md,ING-044,"- [ ] Test on desktop browsers (Chrome, Safari) - USER TESTING REQUIRED",./.md,Desktop Dropdown Fix,"- [ ] Test on desktop browsers (Chrome, Safari) - USER TESTING REQUIRED",traceable,TM-018,OPEN
ingestion-update-lifecycle.md,ING-045,**Note:** These standards are valuable for reference but not required for ISA MVP advisory outputs.,./docs/GS1_DOCUMENTS_DATASETS_ANALYSIS.md,Missing - Background-Only (5 of 15),**Note:** These standards are valuable for reference but not required for ISA MVP advisory outputs.,traceable,,
ingestion-update-lifecycle.md,ING-046,- ✅ Clear adoption path (no design required),./docs/GS1_EU_PCF_INTEGRATION_SUMMARY.md,For GS1 Netherlands,- ✅ Clear adoption path (no design required),traceable,,
ingestion-update-lifecycle.md,ING-047,"This section enumerates all required tasks organized by functional area, prioritized for production readiness.",./docs/ISA_Strategic_Roadmap.md,1. Complete To-Do List for Production ISA,"This section enumerates all required tasks organized by functional area, prioritized for production",traceable,,
ingestion-update-lifecycle.md,ING-048,- Required customers for break-even (at €200/month): 10-25,./docs/ISA_Strategic_Roadmap.md,4.3 ROI Analysis,- Required customers for break-even (at €200/month): 10-25,traceable,,
ingestion-update-lifecycle.md,ING-049,1. **Schema Validation**: Ensure all required fields present,./docs/ISA_Strategic_Roadmap.md,5.2 Data Ingestion Architecture,1. **Schema Validation**: Ensure all required fields present,traceable,,
ingestion-update-lifecycle.md,ING-050,| **Completeness** | 95%+ | % of required fields populated | Daily |,./docs/ISA_Strategic_Roadmap.md,9.7 Automated Quality Assurance,| **Completeness** | 95%+ | % of required fields populated | Daily |,traceable,,
ingestion-update-lifecycle.md,ING-051,1. All regulations must have CELEX ID,./docs/ISA_Strategic_Roadmap.md,9.7 Automated Quality Assurance,1. All regulations must have CELEX ID,traceable,,
ingestion-update-lifecycle.md,ING-052,2. Effective dates must be valid and in the past/future,./docs/ISA_Strategic_Roadmap.md,9.7 Automated Quality Assurance,2. Effective dates must be valid and in the past/future,traceable,,
ingestion-update-lifecycle.md,ING-053,3. Cross-references must point to existing documents,./docs/ISA_Strategic_Roadmap.md,9.7 Automated Quality Assurance,3. Cross-references must point to existing documents,traceable,,
ingestion-update-lifecycle.md,ING-054,4. Titles must be non-empty and < 500 characters,./docs/ISA_Strategic_Roadmap.md,9.7 Automated Quality Assurance,4. Titles must be non-empty and < 500 characters,traceable,,
ingestion-update-lifecycle.md,ING-055,"5. Status must be one of: active, proposed, repealed",./docs/ISA_Strategic_Roadmap.md,9.7 Automated Quality Assurance,"5. Status must be one of: active, proposed, repealed",traceable,,
ingestion-update-lifecycle.md,ING-056,6. Language codes must be valid ISO 639-1,./docs/ISA_Strategic_Roadmap.md,9.7 Automated Quality Assurance,6. Language codes must be valid ISO 639-1,traceable,,
ingestion-update-lifecycle.md,ING-057,**Automated Tasks** (No Manual Intervention Required):,./docs/ISA_Strategic_Roadmap.md,11.1 Daily Operations,**Automated Tasks** (No Manual Intervention Required):,traceable,,
ingestion-update-lifecycle.md,ING-058,5. **Integration automation** - Scripts to extract and validate your deliverables,./CHATGPT_UPDATE_PROMPT.md,Update Summary,5. **Integration automation** - Scripts to extract and validate your deliverables,traceable,,
ingestion-update-lifecycle.md,ING-059,- Run tests and validate data quality,./CHATGPT_UPDATE_PROMPT.md,Your Role (ChatGPT 5.1),- Run tests and validate data quality,traceable,,
ingestion-update-lifecycle.md,ING-060,3. Unclear: Should I normalize <field> or keep raw?,./CHATGPT_UPDATE_PROMPT.md,If You Can't Complete the Task,3. Unclear: Should I normalize <field> or keep raw?,traceable,,
ingestion-update-lifecycle.md,ING-061,Each phase includes a decision gate to ensure quality and prevent scope creep:,./ROADMAP_GITHUB_INTEGRATION.md,Decision Gates,Each phase includes a decision gate to ensure quality and prevent scope creep:,traceable,,
ingestion-update-lifecycle.md,ING-062,"Before merging to main, verify:",./ROADMAP_GITHUB_INTEGRATION.md,Quality Gates,"Before merging to main, verify:",traceable,,
ingestion-update-lifecycle.md,ING-063,"2. **Mandatory Source Availability:** Verify GS1 Global, GS1 NL, GS1 EU, EFRAG are reachable",./ROADMAP_GITHUB_INTEGRATION.md,Scheduled Checks (Weekly),"2. **Mandatory Source Availability:** Verify GS1 Global, GS1 NL, GS1 EU, EFRAG are reachable",traceable,,
ingestion-update-lifecycle.md,ING-064,"7. ✅ Validate permissions (issue, branch, PR creation)",./ROADMAP_GITHUB_INTEGRATION.md,Immediate Actions (Week of 2025-12-17),"7. ✅ Validate permissions (issue, branch, PR creation)",traceable,,
ingestion-update-lifecycle.md,ING-065,4. Validate CI pipeline execution,./ROADMAP_GITHUB_INTEGRATION.md,Week of 2025-12-23,4. Validate CI pipeline execution,traceable,,
ingestion-update-lifecycle.md,ING-066,"**Description:** Run full test suite, verify 100% pass rate, document any failures",./docs/GOVERNANCE_PHASE_2_3_REPORT.md,Action 2: Test Suite Validation,"**Description:** Run full test suite, verify 100% pass rate, document any failures",traceable,,
ingestion-update-lifecycle.md,ING-067,- Validate all queries from ASK_ISA_QUERY_LIBRARY.md,./docs/ISA_AUTONOMOUS_ROADMAP_V1.md,Phase 2: Ask ISA RAG System (Priority: ⭐⭐⭐⭐⭐),- Validate all queries from ASK_ISA_QUERY_LIBRARY.md,traceable,,
ingestion-update-lifecycle.md,ING-068,- Validate diff against schema,./docs/ISA_AUTONOMOUS_ROADMAP_V1.md,Phase 3: Advisory Evolution & Diff Computation (Priority: ⭐⭐⭐⭐),- Validate diff against schema,traceable,,
ingestion-update-lifecycle.md,ING-069,"**Objective:** Validate final ISA product against mission, anti-goals, and quality standards.",./docs/ISA_AUTONOMOUS_ROADMAP_V1.md,Phase 6: Final Validation & Delivery (Priority: ⭐⭐⭐⭐⭐),"**Objective:** Validate final ISA product against mission, anti-goals, and quality standards.",traceable,,
ingestion-update-lifecycle.md,ING-070,diff output1.json output2.json # Should be identical,./docs/ISA_WORKFLOW_IMPROVEMENTS.md,"Run ingestion twice, compare outputs",diff output1.json output2.json # Should be identical,traceable,,
ingestion-update-lifecycle.md,ING-071,4. Observe: Validate extracted record against schema,./docs/ISA_WORKFLOW_IMPROVEMENTS.md,Action 1.2: Refactor Ingestion Prompts to 5-Block Structure,4. Observe: Validate extracted record against schema,traceable,,
ingestion-update-lifecycle.md,ING-072,pnpm tsx scripts/validate-ingestion-output.ts,./docs/ISA_WORKFLOW_IMPROVEMENTS.md,Verify output conforms to schema,pnpm tsx scripts/validate-ingestion-output.ts,traceable,,
ingestion-update-lifecycle.md,ING-073,"- If confidence < 0.7, add disclaimer: ""This answer has moderate confidence. Please verify with authoritative sources.""",./docs/ISA_WORKFLOW_IMPROVEMENTS.md,Action 2.1: Refactor Ask ISA Prompts to 5-Block Structure,"- If confidence < 0.7, add disclaimer: ""This answer has moderate confidence. Please verify with auth",traceable,,
ingestion-update-lifecycle.md,ING-074,4. Observe: Verify all claims are cited,./docs/ISA_WORKFLOW_IMPROVEMENTS.md,Action 2.1: Refactor Ask ISA Prompts to 5-Block Structure,4. Observe: Verify all claims are cited,traceable,,
ingestion-update-lifecycle.md,ING-075,Identify which sectors are affected and what actions they should take.`,./docs/ISA_WORKFLOW_IMPROVEMENTS.md,Action 3.2: Introduce Diversity in Enrichment,Identify which sectors are affected and what actions they should take.`,traceable,,
ingestion-update-lifecycle.md,ING-076,- Suggested actions (what should GS1 members do),./docs/ISA_WORKFLOW_IMPROVEMENTS.md,Action 3.3: Use Wide Research for Batch Enrichment,- Suggested actions (what should GS1 members do),traceable,,
ingestion-update-lifecycle.md,ING-077,"- [ ] Day 1-2: Audit JSON serialization, ensure deterministic output",./docs/ISA_WORKFLOW_IMPROVEMENTS.md,Week 1: Context Engineering Foundation,"- [ ] Day 1-2: Audit JSON serialization, ensure deterministic output",traceable,,
ingestion-update-lifecycle.md,ING-078,"- [ ] Day 3-4: Remove timestamps from prompts, verify KV-cache optimization",./docs/ISA_WORKFLOW_IMPROVEMENTS.md,Week 1: Context Engineering Foundation,"- [ ] Day 3-4: Remove timestamps from prompts, verify KV-cache optimization",traceable,,
ingestion-update-lifecycle.md,ING-079,- [ ] Day 5: Test and validate modular prompts,./docs/ISA_WORKFLOW_IMPROVEMENTS.md,Week 2: Modular Prompts (Phase 1),- [ ] Day 5: Test and validate modular prompts,traceable,,
ingestion-update-lifecycle.md,ING-080,- [ ] Validate gs1ImpactTags inference quality,./.md,5.4 Tests,- [ ] Validate gs1ImpactTags inference quality,traceable,TM-019,OPEN
ingestion-update-lifecycle.md,ING-081,- [ ] Validate sectorTags inference quality,./.md,5.4 Tests,- [ ] Validate sectorTags inference quality,traceable,TM-020,OPEN
ingestion-update-lifecycle.md,ING-082,- [ ] Verify query performance,./.md,6.4 Tests,- [ ] Verify query performance,traceable,TM-021,OPEN
ingestion-update-lifecycle.md,ING-083,- [x] Verify UI rendering with real data,./.md,8.1 Coverage Analytics Dashboard ✅ COMPLETE,- [x] Verify UI rendering with real data,traceable,TM-022,OPEN
ingestion-update-lifecycle.md,ING-084,"- [x] Verify production readiness and performance impact (TypeScript 0 errors, dev server running)",./.md,8.2 Pipeline Observability ✅ COMPLETE,"- [x] Verify production readiness and performance impact (TypeScript 0 errors, dev server running)",traceable,TM-023,OPEN
ingestion-update-lifecycle.md,ING-085,- [ ] Verify all new sources ingesting,./.md,9.4 Final Validation,- [ ] Verify all new sources ingesting,traceable,TM-024,OPEN
ingestion-update-lifecycle.md,ING-086,- [ ] Verify AI tagging quality,./.md,9.4 Final Validation,- [ ] Verify AI tagging quality,traceable,TM-025,OPEN
ingestion-update-lifecycle.md,ING-087,- [ ] Verify UI rendering correctly,./.md,9.4 Final Validation,- [ ] Verify UI rendering correctly,traceable,TM-026,OPEN
ingestion-update-lifecycle.md,ING-088,- [ ] Verify coverage analytics working,./.md,9.4 Final Validation,- [ ] Verify coverage analytics working,traceable,TM-027,OPEN
ingestion-update-lifecycle.md,ING-089,- [ ] Verify documentation accuracy,./.md,9.4 Final Validation,- [ ] Verify documentation accuracy,traceable,TM-028,OPEN
ingestion-update-lifecycle.md,ING-090,- [ ] Validate existing `compute_advisory_diff.cjs` script,./.md,Priority 3: Advisory Diff Tracking (Version Discipline),- [ ] Validate existing `compute_advisory_diff.cjs` script,traceable,TM-029,OPEN
ingestion-update-lifecycle.md,ING-091,- [x] Ensure GS1 Style Guide compliance,./.md,Regulatory Change Log Public UI ✅,- [x] Ensure GS1 Style Guide compliance,traceable,TM-030,OPEN
ingestion-update-lifecycle.md,ING-092,- [x] Validate GS1 Style Guide compliance,./.md,Testing & Quality ⏳,- [x] Validate GS1 Style Guide compliance,traceable,TM-031,OPEN
ingestion-update-lifecycle.md,ING-093,- [x] Verify traceability (source URL + SHA256),./.md,Testing & Quality ⏳,- [x] Verify traceability (source URL + SHA256),traceable,TM-032,OPEN
ingestion-update-lifecycle.md,ING-094,- [x] Verify GS1 Netherlands involvement (2 contributors),./.md,Phase 2.4: GS1 NL/Europe Documentation Discovery ✅,- [x] Verify GS1 Netherlands involvement (2 contributors),traceable,TM-033,OPEN
ingestion-update-lifecycle.md,ING-095,- [x] Verify TypeScript compilation (no errors),./.md,tRPC Router Integration ✅,- [x] Verify TypeScript compilation (no errors),traceable,TM-034,OPEN
ingestion-update-lifecycle.md,ING-096,- [x] Verify dev server health (running successfully),./.md,tRPC Router Integration ✅,- [x] Verify dev server health (running successfully),traceable,TM-035,OPEN
ingestion-update-lifecycle.md,ING-097,- [x] Verify correct retrieval of ESRS E5 → GS1 Circular Economy Attributes mapping,./.md,Phase 4.3: Test Ask ISA with GS1-ESRS mapping queries ✅,- [x] Verify correct retrieval of ESRS E5 → GS1 Circular Economy Attributes mapping,traceable,TM-036,OPEN
ingestion-update-lifecycle.md,ING-098,"- [x] Verify data integrity (15+ mappings, ESRS E1/E5 coverage)",./.md,Phase 6: Production hardening with vitest tests ✅,"- [x] Verify data integrity (15+ mappings, ESRS E1/E5 coverage)",traceable,TM-037,OPEN
ingestion-update-lifecycle.md,ING-099,"- [x] Verify data accuracy (13 mappings, 62.5% coverage, 3 gaps)",./.md,"Phase 7: Frontend Integration (Autonomous Development - Dec 16, 2025) ✅ COMPLETE","- [x] Verify data accuracy (13 mappings, 62.5% coverage, 3 gaps)",traceable,TM-038,OPEN
ingestion-update-lifecycle.md,ING-100,- [x] Verify ESRS Datapoints tab loads without errors,./.md,Schema Fix,- [x] Verify ESRS Datapoints tab loads without errors,traceable,TM-039,OPEN
catalogue-source-registry.md,CAT-001,**Canonical URL:** GS1 Netherlands member portal (authentication required),./ISA_GS1_ARTIFACT_INVENTORY.md,2. GS1 NL Data Attribute System (DAS) Explanations,**Canonical URL:** GS1 Netherlands member portal (authentication required),traceable,,
catalogue-source-registry.md,CAT-002,- Required for understanding GS1 barcode and Digital Link syntax,./ISA_GS1_ARTIFACT_INVENTORY.md,A1. GS1 General Specifications Standard,- Required for understanding GS1 barcode and Digital Link syntax,traceable,,
catalogue-source-registry.md,CAT-003,"- Required for CSRD Scope 3 emissions, EUDR, PPWR compliance",./ISA_GS1_ARTIFACT_INVENTORY.md,C1. EPCIS & CBV Standard Version 2.0,"- Required for CSRD Scope 3 emissions, EUDR, PPWR compliance",traceable,,
catalogue-source-registry.md,CAT-004,**Authentication Required:**,./ISA_GS1_ARTIFACT_INVENTORY.md,Canonical Sources,**Authentication Required:**,traceable,,
catalogue-source-registry.md,CAT-005,- Auth Required: Yes (GS1 membership or license agreement),./docs/DATASETS_CATALOG.md,2. GDSN Current v3.1.32,- Auth Required: Yes (GS1 membership or license agreement),traceable,,
catalogue-source-registry.md,CAT-006,"Per MANUS_EXECUTION_BRIEF Section 5.1, every dataset must include:",./docs/DATASETS_CATALOG.md,Dataset Metadata Requirements,"Per MANUS_EXECUTION_BRIEF Section 5.1, every dataset must include:",traceable,,
catalogue-source-registry.md,CAT-007,- Current and future versions must coexist in catalog,./docs/DATASETS_CATALOG.md,Versioning Policy,- Current and future versions must coexist in catalog,traceable,,
catalogue-source-registry.md,CAT-008,| Human review required | ✅ Enforced in governance |,./PRODUCTION_READINESS.md,Change Detection,| Human review required | ✅ Enforced in governance |,traceable,,
catalogue-source-registry.md,CAT-009,| **Artefact drift** | Medium | EUR-Lex sources may change; periodic manual re-verification required |,./PRODUCTION_READINESS.md,Residual Risks,| **Artefact drift** | Medium | EUR-Lex sources may change; periodic manual re-verification required,traceable,,
catalogue-source-registry.md,CAT-010,1. ✅ GS1 is never legally required (disclaimer in all API responses),./PRODUCTION_READINESS.md,Governance Constraints Enforced,1. ✅ GS1 is never legally required (disclaimer in all API responses),traceable,,
catalogue-source-registry.md,CAT-011,6. ✅ Traceability chain required for all GS1 relevance claims,./PRODUCTION_READINESS.md,Governance Constraints Enforced,6. ✅ Traceability chain required for all GS1 relevance claims,traceable,,
catalogue-source-registry.md,CAT-012,- “change detection → recompute pipeline” must be deterministic and testable.,./docs/evidence/_benchmarks/ISA_EXTERNAL_BENCHMARK_NOTES_v2.md,3) Regulatory source harvesting patterns (EU),- “change detection → recompute pipeline” must be deterministic and testable.,traceable,,
catalogue-source-registry.md,CAT-013,"2. The developer/agent must make an explicit decision: **IN**, **OUT**, or **IGNORE**.",./SCOPE_DECISIONS.md,Process,"2. The developer/agent must make an explicit decision: **IN**, **OUT**, or **IGNORE**.",traceable,,
catalogue-source-registry.md,CAT-014,This document provides example queries for Ask ISA (ISA query interface). Ask ISA is read-only and must answer using locked advisory artefacts and the frozen dataset registry.,./docs/ASK_ISA_QUERY_LIBRARY_v1.md,Purpose,This document provides example queries for Ask ISA (ISA query interface). Ask ISA is read-only and m,traceable,,
catalogue-source-registry.md,CAT-015,Every answer must cite:,./docs/ASK_ISA_QUERY_LIBRARY_v1.md,Expected answer format,Every answer must cite:,traceable,,
catalogue-source-registry.md,CAT-016,- **Action Required:** Add registry entry or mark as future/archival,./docs/CLEANUP_REPORT.md,Missing Registry Entries (1),- **Action Required:** Add registry entry or mark as future/archival,traceable,,
catalogue-source-registry.md,CAT-017,- Should inform `dutch_initiatives` table,./ISA_GS1_ARTIFACT_INVENTORY.md,"3. GS1 Benelux Data Models (DHZTD, FMCG)",- Should inform `dutch_initiatives` table,traceable,,
catalogue-source-registry.md,CAT-018,- Should inform `gs1_standards` table (currently has 60 standards),./ISA_GS1_ARTIFACT_INVENTORY.md,A1. GS1 General Specifications Standard,- Should inform `gs1_standards` table (currently has 60 standards),traceable,,
catalogue-source-registry.md,CAT-019,- Should inform `gs1_standards` table,./ISA_GS1_ARTIFACT_INVENTORY.md,A3. GS1 Global Data Model (GDM) - Standard Document,- Should inform `gs1_standards` table,traceable,,
catalogue-source-registry.md,CAT-020,- Should inform DPP-related regulation mappings,./ISA_GS1_ARTIFACT_INVENTORY.md,B1. GS1 Digital Link Standard - URI Syntax,- Should inform DPP-related regulation mappings,traceable,,
catalogue-source-registry.md,CAT-021,- Should inform traceability-related regulation mappings,./ISA_GS1_ARTIFACT_INVENTORY.md,C1. EPCIS & CBV Standard Version 2.0,- Should inform traceability-related regulation mappings,traceable,,
catalogue-source-registry.md,CAT-022,- Should inform AI-related regulation mappings,./ISA_GS1_ARTIFACT_INVENTORY.md,D1. GS1 Application Identifier Browser Dataset,- Should inform AI-related regulation mappings,traceable,,
catalogue-source-registry.md,CAT-023,"This catalog documents all canonical datasets used by ISA for advisory and mapping outputs. Every dataset entry includes versioning metadata, lineage information, and refresh plans to ensure traceabil",./docs/DATASETS_CATALOG.md,Overview,This catalog documents all canonical datasets used by ISA for advisory and mapping outputs. Every da,traceable,,
