id,source,ref,text
traceability_csv:docs/spec/TRACEABILITY_MATRIX.csv:L627,traceability_csv,docs/spec/TRACEABILITY_MATRIX.csv:L627,repo-change-control-release.md | REP-016 | 2. **User Decision Required:** Determine ISA license | ./docs/GOVERNANCE_SELF_CHECK_2025-12-17.md | Immediate (Next 24 Hours) | 2. **User Decision Required:** Determine ISA license | traceable
traceability_csv:docs/spec/TRACEABILITY_MATRIX.csv:L631,traceability_csv,docs/spec/TRACEABILITY_MATRIX.csv:L631,repo-change-control-release.md | REP-020 | - Ensure procedures are comprehensive and current | ./docs/GOVERNANCE_SELF_CHECK_2025-12-17.md | Short-Term (Next 14 Days) | - Ensure procedures are comprehensive and current | traceable
traceability_csv:docs/spec/TRACEABILITY_MATRIX.csv:L632,traceability_csv,docs/spec/TRACEABILITY_MATRIX.csv:L632,repo-change-control-release.md | REP-021 | - Validate security monitoring is working | ./docs/GOVERNANCE_SELF_CHECK_2025-12-17.md | Medium-Term (Next 30 Days) | - Validate security monitoring is working | traceable
traceability_csv:docs/spec/TRACEABILITY_MATRIX.csv:L878,traceability_csv,docs/spec/TRACEABILITY_MATRIX.csv:L878,"ux-user-journey.md | UX -067 | ISA cannot be delivered to GS1 NL members without Lane B transition approval. All external use is currently blocked by governance constraints. User decision required for transition, with 2-3 week time | ./ISA_STATUS_REPORT_2025-01-11.md | High Risk (Immediate Attention Required) | ISA cannot be delivered to GS1 NL members without Lane B transition approval. All external use is cu | traceable"
traceability_csv:docs/spec/TRACEABILITY_MATRIX.csv:L922,traceability_csv,docs/spec/TRACEABILITY_MATRIX.csv:L922,roadmap-evolution.md | ROA-011 | - **Reason for deferral:** Blocked by Phase 0 (GS1 NL cooperation required for brand assets) | ./docs/ISA_FUTURE_DEVELOPMENT_PLAN.md | Deferred Features | - **Reason for deferral:** Blocked by Phase 0 (GS1 NL cooperation required for brand assets) | traceable
traceability_csv:docs/spec/TRACEABILITY_MATRIX.csv:L937,traceability_csv,docs/spec/TRACEABILITY_MATRIX.csv:L937,roadmap-evolution.md | ROA-026 | - [x] Fix boolean→number in INGEST-02_gdsn_current.ts (required field) | ./todo.md | Ingestion Script Fixes | - [x] Fix boolean→number in INGEST-02_gdsn_current.ts (required field) | traceable
traceability_csv:docs/spec/TRACEABILITY_MATRIX.csv:L938,traceability_csv,docs/spec/TRACEABILITY_MATRIX.csv:L938,roadmap-evolution.md | ROA-027 | - [x] Fix boolean→number in INGEST-04_ctes_kdes.ts (mandatory and required fields) | ./todo.md | Ingestion Script Fixes | - [x] Fix boolean→number in INGEST-04_ctes_kdes.ts (mandatory and required fields) | traceable
traceability_csv:docs/spec/TRACEABILITY_MATRIX.csv:L939,traceability_csv,docs/spec/TRACEABILITY_MATRIX.csv:L939,roadmap-evolution.md | ROA-028 | 2. **Column Naming Consistency:** Drizzle schema uses camelCase for TypeScript but snake_case for database columns - tests must use TypeScript property names | ./todo.md | Meta-Learnings | 2. **Column Naming Consistency:** Drizzle schema uses camelCase for TypeScript but snake_case for da | traceable
traceability_csv:docs/spec/TRACEABILITY_MATRIX.csv:L940,traceability_csv,docs/spec/TRACEABILITY_MATRIX.csv:L940,roadmap-evolution.md | ROA-029 | - [x] Create server/test-helpers/db-test-utils.ts with 7 required functions: | ./todo.md | TASK 1 — DB Test Helpers (PR #4 equivalent) | - [x] Create server/test-helpers/db-test-utils.ts with 7 required functions: | traceable
traceability_csv:docs/spec/TRACEABILITY_MATRIX.csv:L941,traceability_csv,docs/spec/TRACEABILITY_MATRIX.csv:L941,roadmap-evolution.md | ROA-030 | - [x] Seed helpers must work within transaction context | ./todo.md | TASK 1 — DB Test Helpers (PR #4 equivalent) | - [x] Seed helpers must work within transaction context | traceable
traceability_csv:docs/spec/TRACEABILITY_MATRIX.csv:L942,traceability_csv,docs/spec/TRACEABILITY_MATRIX.csv:L942,roadmap-evolution.md | ROA-031 | **STATUS: ALREADY COMPLIANT** ✅ No changes required. | ./todo.md | TASK 3 — CI Scripts (PR #5 equivalent) ✅ COMPLETE | **STATUS: ALREADY COMPLIANT** ✅ No changes required. | traceable
traceability_csv:docs/spec/TRACEABILITY_MATRIX.csv:L943,traceability_csv,docs/spec/TRACEABILITY_MATRIX.csv:L943,roadmap-evolution.md | ROA-032 | - [x] Must not be default (verified) | ./todo.md | TASK 3 — CI Scripts (PR #5 equivalent) ✅ COMPLETE | - [x] Must not be default (verified) | traceable
traceability_csv:docs/spec/TRACEABILITY_MATRIX.csv:L944,traceability_csv,docs/spec/TRACEABILITY_MATRIX.csv:L944,roadmap-evolution.md | ROA-033 | - [x] Update docs/CI_TESTING.md ONLY if required (not required) | ./todo.md | TASK 3 — CI Scripts (PR #5 equivalent) ✅ COMPLETE | - [x] Update docs/CI_TESTING.md ONLY if required (not required) | traceable
traceability_csv:docs/spec/TRACEABILITY_MATRIX.csv:L945,traceability_csv,docs/spec/TRACEABILITY_MATRIX.csv:L945,roadmap-evolution.md | ROA-034 | - [x] Deliverable: No PR required - existing implementation already compliant with spec | ./todo.md | TASK 3 — CI Scripts (PR #5 equivalent) ✅ COMPLETE | - [x] Deliverable: No PR required - existing implementation already compliant with spec | traceable
traceability_csv:docs/spec/TRACEABILITY_MATRIX.csv:L946,traceability_csv,docs/spec/TRACEABILITY_MATRIX.csv:L946,roadmap-evolution.md | ROA-035 | - [x] Display delta analysis (5 required fields) on event detail page | ./todo.md | Step 4: Minimal UI | - [x] Display delta analysis (5 required fields) on event detail page | traceable
traceability_csv:docs/spec/TRACEABILITY_MATRIX.csv:L947,traceability_csv,docs/spec/TRACEABILITY_MATRIX.csv:L947,"roadmap-evolution.md | ROA-036 | **Future Enhancements (Optional, NOT required for ISA-GRADE):** | ./todo.md | 🔒 BASELINE FROZEN — ISA News Hub v2 (25 January 2026) | **Future Enhancements (Optional, NOT required for ISA-GRADE):** | traceable"
traceability_csv:docs/spec/TRACEABILITY_MATRIX.csv:L948,traceability_csv,docs/spec/TRACEABILITY_MATRIX.csv:L948,"roadmap-evolution.md | ROA-037 | - [ ] Test on desktop browsers (Chrome, Safari) - USER TESTING REQUIRED | ./todo.md | Desktop Dropdown Fix | - [ ] Test on desktop browsers (Chrome, Safari) - USER TESTING REQUIRED | traceable"
traceability_csv:docs/spec/TRACEABILITY_MATRIX.csv:L969,traceability_csv,docs/spec/TRACEABILITY_MATRIX.csv:L969,roadmap-evolution.md | ROA-058 | - [ ] Validate gs1ImpactTags inference quality | ./todo.md | 5.4 Tests | - [ ] Validate gs1ImpactTags inference quality | traceable
traceability_csv:docs/spec/TRACEABILITY_MATRIX.csv:L970,traceability_csv,docs/spec/TRACEABILITY_MATRIX.csv:L970,roadmap-evolution.md | ROA-059 | - [ ] Validate sectorTags inference quality | ./todo.md | 5.4 Tests | - [ ] Validate sectorTags inference quality | traceable
traceability_csv:docs/spec/TRACEABILITY_MATRIX.csv:L971,traceability_csv,docs/spec/TRACEABILITY_MATRIX.csv:L971,roadmap-evolution.md | ROA-060 | - [ ] Verify query performance | ./todo.md | 6.4 Tests | - [ ] Verify query performance | traceable
traceability_csv:docs/spec/TRACEABILITY_MATRIX.csv:L972,traceability_csv,docs/spec/TRACEABILITY_MATRIX.csv:L972,roadmap-evolution.md | ROA-061 | - [x] Verify UI rendering with real data | ./todo.md | 8.1 Coverage Analytics Dashboard ✅ COMPLETE | - [x] Verify UI rendering with real data | traceable
traceability_csv:docs/spec/TRACEABILITY_MATRIX.csv:L973,traceability_csv,docs/spec/TRACEABILITY_MATRIX.csv:L973,"roadmap-evolution.md | ROA-062 | - [x] Verify production readiness and performance impact (TypeScript 0 errors, dev server running) | ./todo.md | 8.2 Pipeline Observability ✅ COMPLETE | - [x] Verify production readiness and performance impact (TypeScript 0 errors, dev server running) | traceable"
traceability_csv:docs/spec/TRACEABILITY_MATRIX.csv:L974,traceability_csv,docs/spec/TRACEABILITY_MATRIX.csv:L974,roadmap-evolution.md | ROA-063 | - [ ] Verify all new sources ingesting | ./todo.md | 9.4 Final Validation | - [ ] Verify all new sources ingesting | traceable
traceability_csv:docs/spec/TRACEABILITY_MATRIX.csv:L975,traceability_csv,docs/spec/TRACEABILITY_MATRIX.csv:L975,roadmap-evolution.md | ROA-064 | - [ ] Verify AI tagging quality | ./todo.md | 9.4 Final Validation | - [ ] Verify AI tagging quality | traceable
traceability_csv:docs/spec/TRACEABILITY_MATRIX.csv:L976,traceability_csv,docs/spec/TRACEABILITY_MATRIX.csv:L976,roadmap-evolution.md | ROA-065 | - [ ] Verify UI rendering correctly | ./todo.md | 9.4 Final Validation | - [ ] Verify UI rendering correctly | traceable
traceability_csv:docs/spec/TRACEABILITY_MATRIX.csv:L977,traceability_csv,docs/spec/TRACEABILITY_MATRIX.csv:L977,roadmap-evolution.md | ROA-066 | - [ ] Verify coverage analytics working | ./todo.md | 9.4 Final Validation | - [ ] Verify coverage analytics working | traceable
traceability_csv:docs/spec/TRACEABILITY_MATRIX.csv:L978,traceability_csv,docs/spec/TRACEABILITY_MATRIX.csv:L978,roadmap-evolution.md | ROA-067 | - [ ] Verify documentation accuracy | ./todo.md | 9.4 Final Validation | - [ ] Verify documentation accuracy | traceable
traceability_csv:docs/spec/TRACEABILITY_MATRIX.csv:L979,traceability_csv,docs/spec/TRACEABILITY_MATRIX.csv:L979,roadmap-evolution.md | ROA-068 | - [ ] Validate existing `compute_advisory_diff.cjs` script | ./todo.md | Priority 3: Advisory Diff Tracking (Version Discipline) | - [ ] Validate existing `compute_advisory_diff.cjs` script | traceable
traceability_csv:docs/spec/TRACEABILITY_MATRIX.csv:L980,traceability_csv,docs/spec/TRACEABILITY_MATRIX.csv:L980,roadmap-evolution.md | ROA-069 | - [x] Ensure GS1 Style Guide compliance | ./todo.md | Regulatory Change Log Public UI ✅ | - [x] Ensure GS1 Style Guide compliance | traceable
traceability_csv:docs/spec/TRACEABILITY_MATRIX.csv:L981,traceability_csv,docs/spec/TRACEABILITY_MATRIX.csv:L981,roadmap-evolution.md | ROA-070 | - [x] Validate GS1 Style Guide compliance | ./todo.md | Testing & Quality ⏳ | - [x] Validate GS1 Style Guide compliance | traceable
traceability_csv:docs/spec/TRACEABILITY_MATRIX.csv:L982,traceability_csv,docs/spec/TRACEABILITY_MATRIX.csv:L982,roadmap-evolution.md | ROA-071 | - [x] Verify traceability (source URL + SHA256) | ./todo.md | Testing & Quality ⏳ | - [x] Verify traceability (source URL + SHA256) | traceable
traceability_csv:docs/spec/TRACEABILITY_MATRIX.csv:L983,traceability_csv,docs/spec/TRACEABILITY_MATRIX.csv:L983,roadmap-evolution.md | ROA-072 | - [x] Verify GS1 Netherlands involvement (2 contributors) | ./todo.md | Phase 2.4: GS1 NL/Europe Documentation Discovery ✅ | - [x] Verify GS1 Netherlands involvement (2 contributors) | traceable
traceability_csv:docs/spec/TRACEABILITY_MATRIX.csv:L984,traceability_csv,docs/spec/TRACEABILITY_MATRIX.csv:L984,roadmap-evolution.md | ROA-073 | - [x] Verify TypeScript compilation (no errors) | ./todo.md | tRPC Router Integration ✅ | - [x] Verify TypeScript compilation (no errors) | traceable
traceability_csv:docs/spec/TRACEABILITY_MATRIX.csv:L985,traceability_csv,docs/spec/TRACEABILITY_MATRIX.csv:L985,roadmap-evolution.md | ROA-074 | - [x] Verify dev server health (running successfully) | ./todo.md | tRPC Router Integration ✅ | - [x] Verify dev server health (running successfully) | traceable
traceability_csv:docs/spec/TRACEABILITY_MATRIX.csv:L986,traceability_csv,docs/spec/TRACEABILITY_MATRIX.csv:L986,roadmap-evolution.md | ROA-075 | - [x] Verify correct retrieval of ESRS E5 → GS1 Circular Economy Attributes mapping | ./todo.md | Phase 4.3: Test Ask ISA with GS1-ESRS mapping queries ✅ | - [x] Verify correct retrieval of ESRS E5 → GS1 Circular Economy Attributes mapping | traceable
traceability_csv:docs/spec/TRACEABILITY_MATRIX.csv:L987,traceability_csv,docs/spec/TRACEABILITY_MATRIX.csv:L987,"roadmap-evolution.md | ROA-076 | - [x] Verify data integrity (15+ mappings, ESRS E1/E5 coverage) | ./todo.md | Phase 6: Production hardening with vitest tests ✅ | - [x] Verify data integrity (15+ mappings, ESRS E1/E5 coverage) | traceable"
traceability_csv:docs/spec/TRACEABILITY_MATRIX.csv:L988,traceability_csv,docs/spec/TRACEABILITY_MATRIX.csv:L988,"roadmap-evolution.md | ROA-077 | - [x] Verify data accuracy (13 mappings, 62.5% coverage, 3 gaps) | ./todo.md | Phase 7: Frontend Integration (Autonomous Development - Dec 16, 2025) ✅ COMPLETE | - [x] Verify data accuracy (13 mappings, 62.5% coverage, 3 gaps) | traceable"
traceability_csv:docs/spec/TRACEABILITY_MATRIX.csv:L989,traceability_csv,docs/spec/TRACEABILITY_MATRIX.csv:L989,roadmap-evolution.md | ROA-078 | - [x] Verify ESRS Datapoints tab loads without errors | ./todo.md | Schema Fix | - [x] Verify ESRS Datapoints tab loads without errors | traceable
traceability_csv:docs/spec/TRACEABILITY_MATRIX.csv:L990,traceability_csv,docs/spec/TRACEABILITY_MATRIX.csv:L990,roadmap-evolution.md | ROA-079 | - [x] Verify navigation and routing - Working | ./todo.md | Phase 3: Core Feature Testing | - [x] Verify navigation and routing - Working | traceable
traceability_csv:docs/spec/TRACEABILITY_MATRIX.csv:L991,traceability_csv,docs/spec/TRACEABILITY_MATRIX.csv:L991,roadmap-evolution.md | ROA-080 | - [ ] Ensure machine-readable outputs remain developer-optimized | ./todo.md | Phase 6: GS1 Style Compliance | - [ ] Ensure machine-readable outputs remain developer-optimized | traceable
traceability_csv:docs/spec/TRACEABILITY_MATRIX.csv:L992,traceability_csv,docs/spec/TRACEABILITY_MATRIX.csv:L992,roadmap-evolution.md | ROA-081 | - [ ] Validate advisory report formatting | ./todo.md | Phase 6: GS1 Style Compliance | - [ ] Validate advisory report formatting | traceable
traceability_csv:docs/spec/TRACEABILITY_MATRIX.csv:L993,traceability_csv,docs/spec/TRACEABILITY_MATRIX.csv:L993,roadmap-evolution.md | ROA-082 | - [x] Run eval suite and verify all tests pass (11/11 passed) | ./todo.md | Phase 5: Evaluation & Testing | - [x] Run eval suite and verify all tests pass (11/11 passed) | traceable
traceability_csv:docs/spec/TRACEABILITY_MATRIX.csv:L994,traceability_csv,docs/spec/TRACEABILITY_MATRIX.csv:L994,roadmap-evolution.md | ROA-083 | - [x] Verify URL includes all filter parameters | ./todo.md | Copy Link Feature ✅ COMPLETE (2025-12-17) | - [x] Verify URL includes all filter parameters | traceable
traceability_csv:docs/spec/TRACEABILITY_MATRIX.csv:L995,traceability_csv,docs/spec/TRACEABILITY_MATRIX.csv:L995,roadmap-evolution.md | ROA-084 | - [x] Verify cross-restart persistence | ./todo.md | Database Persistence for Health Monitoring ✅ COMPLETE (2025-12-17) | - [x] Verify cross-restart persistence | traceable
traceability_csv:docs/spec/TRACEABILITY_MATRIX.csv:L996,traceability_csv,docs/spec/TRACEABILITY_MATRIX.csv:L996,roadmap-evolution.md | ROA-085 | - [x] Verify email alert integration (already implemented) | ./todo.md | Health Monitoring Enhancements ✅ COMPLETE | - [x] Verify email alert integration (already implemented) | traceable
traceability_csv:docs/spec/TRACEABILITY_MATRIX.csv:L997,traceability_csv,docs/spec/TRACEABILITY_MATRIX.csv:L997,roadmap-evolution.md | ROA-086 | - [x] Test scraper execution and verify success | ./todo.md | EUR-Lex Press Releases Scraper Fix ✅ COMPLETE | - [x] Test scraper execution and verify success | traceable
traceability_csv:docs/spec/TRACEABILITY_MATRIX.csv:L998,traceability_csv,docs/spec/TRACEABILITY_MATRIX.csv:L998,roadmap-evolution.md | ROA-087 | - [x] Verify health monitoring shows 100% success rate | ./todo.md | EUR-Lex Press Releases Scraper Fix ✅ COMPLETE | - [x] Verify health monitoring shows 100% success rate | traceable
traceability_csv:docs/spec/TRACEABILITY_MATRIX.csv:L999,traceability_csv,docs/spec/TRACEABILITY_MATRIX.csv:L999,roadmap-evolution.md | ROA-088 | - [x] Verify responsive design and dark mode compatibility | ./todo.md | Scraper Health Trend Visualization ✅ COMPLETE | - [x] Verify responsive design and dark mode compatibility | traceable
