id,source,ref,line,summary,status,priority,owner,area,acceptance,next_action,target_phase
TM-001,TRACEABILITY_MATRIX.csv,docs/spec/TRACEABILITY_MATRIX.csv:L163,163,"data-knowledge-model.md | DAT-097 | | Add obligation language detection (shall, must, required) | Check 2 | 4h | MEDIUM | | ./docs/ISA_NEWS_HUB_SELF_CHECK_ASSESSMENT.md | Phase 2: Short-Term (Next Sprint) | | Add obligation language detection (shall, must, required) | Check 2 | 4h | MEDIUM | | traceable",OPEN,P2,,client,,,
TM-074,TRACEABILITY_MATRIX.csv,docs/spec/TRACEABILITY_MATRIX.csv:L948,948,"roadmap-evolution.md | ROA-037 | - [ ] Test on desktop browsers (Chrome, Safari) - USER TESTING REQUIRED | ./todo.md | Desktop Dropdown Fix | - [ ] Test on desktop browsers (Chrome, Safari) - USER TESTING REQUIRED | traceable",OPEN,P2,,client,,,
TM-075,TRACEABILITY_MATRIX.csv,docs/spec/TRACEABILITY_MATRIX.csv:L969,969,roadmap-evolution.md | ROA-058 | - [ ] Validate gs1ImpactTags inference quality | ./todo.md | 5.4 Tests | - [ ] Validate gs1ImpactTags inference quality | traceable,OPEN,P2,,spec,,,
TM-076,TRACEABILITY_MATRIX.csv,docs/spec/TRACEABILITY_MATRIX.csv:L970,970,roadmap-evolution.md | ROA-059 | - [ ] Validate sectorTags inference quality | ./todo.md | 5.4 Tests | - [ ] Validate sectorTags inference quality | traceable,OPEN,P2,,spec,,,
TM-077,TRACEABILITY_MATRIX.csv,docs/spec/TRACEABILITY_MATRIX.csv:L971,971,roadmap-evolution.md | ROA-060 | - [ ] Verify query performance | ./todo.md | 6.4 Tests | - [ ] Verify query performance | traceable,OPEN,P2,,spec,,,
TM-078,TRACEABILITY_MATRIX.csv,docs/spec/TRACEABILITY_MATRIX.csv:L972,972,roadmap-evolution.md | ROA-061 | - [x] Verify UI rendering with real data | ./todo.md | 8.1 Coverage Analytics Dashboard ✅ COMPLETE | - [x] Verify UI rendering with real data | traceable,OPEN,P2,,client,,,
TM-079,TRACEABILITY_MATRIX.csv,docs/spec/TRACEABILITY_MATRIX.csv:L973,973,"roadmap-evolution.md | ROA-062 | - [x] Verify production readiness and performance impact (TypeScript 0 errors, dev server running) | ./todo.md | 8.2 Pipeline Observability ✅ COMPLETE | - [x] Verify production readiness and performance impact (TypeScript 0 errors, dev server running) | traceable",OPEN,P2,,ops,,,
TM-080,TRACEABILITY_MATRIX.csv,docs/spec/TRACEABILITY_MATRIX.csv:L974,974,roadmap-evolution.md | ROA-063 | - [ ] Verify all new sources ingesting | ./todo.md | 9.4 Final Validation | - [ ] Verify all new sources ingesting | traceable,OPEN,P2,,spec,,,
TM-081,TRACEABILITY_MATRIX.csv,docs/spec/TRACEABILITY_MATRIX.csv:L975,975,roadmap-evolution.md | ROA-064 | - [ ] Verify AI tagging quality | ./todo.md | 9.4 Final Validation | - [ ] Verify AI tagging quality | traceable,OPEN,P2,,spec,,,
TM-082,TRACEABILITY_MATRIX.csv,docs/spec/TRACEABILITY_MATRIX.csv:L976,976,roadmap-evolution.md | ROA-065 | - [ ] Verify UI rendering correctly | ./todo.md | 9.4 Final Validation | - [ ] Verify UI rendering correctly | traceable,OPEN,P2,,client,,,
TM-083,TRACEABILITY_MATRIX.csv,docs/spec/TRACEABILITY_MATRIX.csv:L977,977,roadmap-evolution.md | ROA-066 | - [ ] Verify coverage analytics working | ./todo.md | 9.4 Final Validation | - [ ] Verify coverage analytics working | traceable,OPEN,P2,,spec,,,
TM-084,TRACEABILITY_MATRIX.csv,docs/spec/TRACEABILITY_MATRIX.csv:L978,978,roadmap-evolution.md | ROA-067 | - [ ] Verify documentation accuracy | ./todo.md | 9.4 Final Validation | - [ ] Verify documentation accuracy | traceable,OPEN,P2,,spec,,,
TM-085,TRACEABILITY_MATRIX.csv,docs/spec/TRACEABILITY_MATRIX.csv:L979,979,roadmap-evolution.md | ROA-068 | - [ ] Validate existing `compute_advisory_diff.cjs` script | ./todo.md | Priority 3: Advisory Diff Tracking (Version Discipline) | - [ ] Validate existing `compute_advisory_diff.cjs` script | traceable,OPEN,P2,,ops,,,
TM-086,TRACEABILITY_MATRIX.csv,docs/spec/TRACEABILITY_MATRIX.csv:L980,980,roadmap-evolution.md | ROA-069 | - [x] Ensure GS1 Style Guide compliance | ./todo.md | Regulatory Change Log Public UI ✅ | - [x] Ensure GS1 Style Guide compliance | traceable,OPEN,P2,,client,,,
TM-087,TRACEABILITY_MATRIX.csv,docs/spec/TRACEABILITY_MATRIX.csv:L981,981,roadmap-evolution.md | ROA-070 | - [x] Validate GS1 Style Guide compliance | ./todo.md | Testing & Quality ⏳ | - [x] Validate GS1 Style Guide compliance | traceable,OPEN,P2,,client,,,
TM-088,TRACEABILITY_MATRIX.csv,docs/spec/TRACEABILITY_MATRIX.csv:L982,982,roadmap-evolution.md | ROA-071 | - [x] Verify traceability (source URL + SHA256) | ./todo.md | Testing & Quality ⏳ | - [x] Verify traceability (source URL + SHA256) | traceable,OPEN,P2,,spec,,,
TM-089,TRACEABILITY_MATRIX.csv,docs/spec/TRACEABILITY_MATRIX.csv:L983,983,roadmap-evolution.md | ROA-072 | - [x] Verify GS1 Netherlands involvement (2 contributors) | ./todo.md | Phase 2.4: GS1 NL/Europe Documentation Discovery ✅ | - [x] Verify GS1 Netherlands involvement (2 contributors) | traceable,OPEN,P2,,spec,,,
TM-090,TRACEABILITY_MATRIX.csv,docs/spec/TRACEABILITY_MATRIX.csv:L984,984,roadmap-evolution.md | ROA-073 | - [x] Verify TypeScript compilation (no errors) | ./todo.md | tRPC Router Integration ✅ | - [x] Verify TypeScript compilation (no errors) | traceable,OPEN,P2,,spec,,,
TM-091,TRACEABILITY_MATRIX.csv,docs/spec/TRACEABILITY_MATRIX.csv:L985,985,roadmap-evolution.md | ROA-074 | - [x] Verify dev server health (running successfully) | ./todo.md | tRPC Router Integration ✅ | - [x] Verify dev server health (running successfully) | traceable,OPEN,P2,,spec,,,
TM-092,TRACEABILITY_MATRIX.csv,docs/spec/TRACEABILITY_MATRIX.csv:L986,986,roadmap-evolution.md | ROA-075 | - [x] Verify correct retrieval of ESRS E5 → GS1 Circular Economy Attributes mapping | ./todo.md | Phase 4.3: Test Ask ISA with GS1-ESRS mapping queries ✅ | - [x] Verify correct retrieval of ESRS E5 → GS1 Circular Economy Attributes mapping | traceable,OPEN,P2,,ops,,,
TM-093,TRACEABILITY_MATRIX.csv,docs/spec/TRACEABILITY_MATRIX.csv:L987,987,"roadmap-evolution.md | ROA-076 | - [x] Verify data integrity (15+ mappings, ESRS E1/E5 coverage) | ./todo.md | Phase 6: Production hardening with vitest tests ✅ | - [x] Verify data integrity (15+ mappings, ESRS E1/E5 coverage) | traceable",OPEN,P2,,spec,,,
TM-094,TRACEABILITY_MATRIX.csv,docs/spec/TRACEABILITY_MATRIX.csv:L988,988,"roadmap-evolution.md | ROA-077 | - [x] Verify data accuracy (13 mappings, 62.5% coverage, 3 gaps) | ./todo.md | Phase 7: Frontend Integration (Autonomous Development - Dec 16, 2025) ✅ COMPLETE | - [x] Verify data accuracy (13 mappings, 62.5% coverage, 3 gaps) | traceable",OPEN,P2,,client,,,
TM-095,TRACEABILITY_MATRIX.csv,docs/spec/TRACEABILITY_MATRIX.csv:L989,989,roadmap-evolution.md | ROA-078 | - [x] Verify ESRS Datapoints tab loads without errors | ./todo.md | Schema Fix | - [x] Verify ESRS Datapoints tab loads without errors | traceable,OPEN,P2,,spec,,,
TM-096,TRACEABILITY_MATRIX.csv,docs/spec/TRACEABILITY_MATRIX.csv:L990,990,roadmap-evolution.md | ROA-079 | - [x] Verify navigation and routing - Working | ./todo.md | Phase 3: Core Feature Testing | - [x] Verify navigation and routing - Working | traceable,OPEN,P2,,spec,,,
TM-097,TRACEABILITY_MATRIX.csv,docs/spec/TRACEABILITY_MATRIX.csv:L991,991,roadmap-evolution.md | ROA-080 | - [ ] Ensure machine-readable outputs remain developer-optimized | ./todo.md | Phase 6: GS1 Style Compliance | - [ ] Ensure machine-readable outputs remain developer-optimized | traceable,OPEN,P2,,spec,,,
TM-098,TRACEABILITY_MATRIX.csv,docs/spec/TRACEABILITY_MATRIX.csv:L992,992,roadmap-evolution.md | ROA-081 | - [ ] Validate advisory report formatting | ./todo.md | Phase 6: GS1 Style Compliance | - [ ] Validate advisory report formatting | traceable,OPEN,P2,,spec,,,
TM-099,TRACEABILITY_MATRIX.csv,docs/spec/TRACEABILITY_MATRIX.csv:L993,993,roadmap-evolution.md | ROA-082 | - [x] Run eval suite and verify all tests pass (11/11 passed) | ./todo.md | Phase 5: Evaluation & Testing | - [x] Run eval suite and verify all tests pass (11/11 passed) | traceable,OPEN,P2,,client,,,
TM-100,TRACEABILITY_MATRIX.csv,docs/spec/TRACEABILITY_MATRIX.csv:L994,994,roadmap-evolution.md | ROA-083 | - [x] Verify URL includes all filter parameters | ./todo.md | Copy Link Feature ✅ COMPLETE (2025-12-17) | - [x] Verify URL includes all filter parameters | traceable,OPEN,P2,,spec,,,
TM-101,TRACEABILITY_MATRIX.csv,docs/spec/TRACEABILITY_MATRIX.csv:L995,995,roadmap-evolution.md | ROA-084 | - [x] Verify cross-restart persistence | ./todo.md | Database Persistence for Health Monitoring ✅ COMPLETE (2025-12-17) | - [x] Verify cross-restart persistence | traceable,OPEN,P2,,spec,,,
TM-102,TRACEABILITY_MATRIX.csv,docs/spec/TRACEABILITY_MATRIX.csv:L996,996,roadmap-evolution.md | ROA-085 | - [x] Verify email alert integration (already implemented) | ./todo.md | Health Monitoring Enhancements ✅ COMPLETE | - [x] Verify email alert integration (already implemented) | traceable,OPEN,P2,,spec,,,
TM-103,TRACEABILITY_MATRIX.csv,docs/spec/TRACEABILITY_MATRIX.csv:L997,997,roadmap-evolution.md | ROA-086 | - [x] Test scraper execution and verify success | ./todo.md | EUR-Lex Press Releases Scraper Fix ✅ COMPLETE | - [x] Test scraper execution and verify success | traceable,OPEN,P2,,spec,,,
TM-104,TRACEABILITY_MATRIX.csv,docs/spec/TRACEABILITY_MATRIX.csv:L998,998,roadmap-evolution.md | ROA-087 | - [x] Verify health monitoring shows 100% success rate | ./todo.md | EUR-Lex Press Releases Scraper Fix ✅ COMPLETE | - [x] Verify health monitoring shows 100% success rate | traceable,OPEN,P2,,spec,,,
TM-105,TRACEABILITY_MATRIX.csv,docs/spec/TRACEABILITY_MATRIX.csv:L999,999,roadmap-evolution.md | ROA-088 | - [x] Verify responsive design and dark mode compatibility | ./todo.md | Scraper Health Trend Visualization ✅ COMPLETE | - [x] Verify responsive design and dark mode compatibility | traceable,OPEN,P2,,spec,,,
TM-106,TRACEABILITY_MATRIX.csv,docs/spec/TRACEABILITY_MATRIX.csv:L1000,1000,"roadmap-evolution.md | ROA-089 | - [x] Validate permissions (issue, branch, PR creation) | ./todo.md | Repository Setup | - [x] Validate permissions (issue, branch, PR creation) | traceable",OPEN,P2,,spec,,,
TM-107,TRACEABILITY_MATRIX.csv,docs/spec/TRACEABILITY_MATRIX.csv:L1001,1001,roadmap-evolution.md | ROA-090 | - [ ] Validate CI pipeline execution on real code | ./todo.md | Next Steps (Ongoing) | - [ ] Validate CI pipeline execution on real code | traceable,OPEN,P2,,ops,,,
TM-108,TRACEABILITY_MATRIX.csv,docs/spec/TRACEABILITY_MATRIX.csv:L1002,1002,roadmap-evolution.md | ROA-091 | - [ ] Ensure no GitHub sync/push operations | ./todo.md | Lane C Governance Enforcement | - [ ] Ensure no GitHub sync/push operations | traceable,OPEN,P2,,spec,,,
TM-109,TRACEABILITY_MATRIX.csv,docs/spec/TRACEABILITY_MATRIX.csv:L1003,1003,roadmap-evolution.md | ROA-092 | - [ ] Ensure no new integrations without approval | ./todo.md | Lane C Governance Enforcement | - [ ] Ensure no new integrations without approval | traceable,OPEN,P2,,spec,,,
TM-110,TRACEABILITY_MATRIX.csv,docs/spec/TRACEABILITY_MATRIX.csv:L1004,1004,roadmap-evolution.md | ROA-093 | - [ ] Ensure no privilege changes | ./todo.md | Lane C Governance Enforcement | - [ ] Ensure no privilege changes | traceable,OPEN,P2,,spec,,,
TM-111,TRACEABILITY_MATRIX.csv,docs/spec/TRACEABILITY_MATRIX.csv:L1005,1005,roadmap-evolution.md | ROA-094 | - [ ] Ensure no irreversible operations | ./todo.md | Lane C Governance Enforcement | - [ ] Ensure no irreversible operations | traceable,OPEN,P2,,spec,,,
TM-112,TRACEABILITY_MATRIX.csv,docs/spec/TRACEABILITY_MATRIX.csv:L1006,1006,roadmap-evolution.md | ROA-095 | - [x] Verify Lane C governance on created reports | ./todo.md | Test Coverage | - [x] Verify Lane C governance on created reports | traceable,OPEN,P2,,spec,,,
TM-113,TRACEABILITY_MATRIX.csv,docs/spec/TRACEABILITY_MATRIX.csv:L1007,1007,roadmap-evolution.md | ROA-096 | - [x] Verify generatedBy field set to admin user | ./todo.md | Test Coverage | - [x] Verify generatedBy field set to admin user | traceable,OPEN,P2,,spec,,,
TM-114,TRACEABILITY_MATRIX.csv,docs/spec/TRACEABILITY_MATRIX.csv:L1008,1008,"roadmap-evolution.md | ROA-097 | - ESRS Datapoints: 5 (needs fix - should be 1,184) | ./todo.md | Dashboard Features Delivered | - ESRS Datapoints: 5 (needs fix - should be 1,184) | traceable",OPEN,P2,,spec,,,
TM-115,TRACEABILITY_MATRIX.csv,docs/spec/TRACEABILITY_MATRIX.csv:L1009,1009,roadmap-evolution.md | ROA-098 | - [x] Verify deterministic behavior (no interpretation/reasoning) | ./todo.md | Priority 3: Standards Discovery UI ✅ COMPLETE | - [x] Verify deterministic behavior (no interpretation/reasoning) | traceable,OPEN,P2,,client,,,
TM-116,TRACEABILITY_MATRIX.csv,docs/spec/TRACEABILITY_MATRIX.csv:L1010,1010,roadmap-evolution.md | ROA-099 | - [x] Validate dev server running successfully | ./todo.md | TypeScript Error Fixes ✅ COMPLETE (Production-Critical) | - [x] Validate dev server running successfully | traceable,OPEN,P2,,spec,,,
TM-117,TRACEABILITY_MATRIX.csv,docs/spec/TRACEABILITY_MATRIX.csv:L1011,1011,roadmap-evolution.md | ROA-100 | - [x] Verify GitHub Actions workflow exists | ./todo.md | 4.1 CI/CD Pipeline | - [x] Verify GitHub Actions workflow exists | traceable,OPEN,P2,,ops,,,
