Global Data Model,,Attribute Definitions for Business (ADB) Release 2.11,,,,Business Message Standard (BMS) Information (v3.1.35),,,,,"Associated Code List
Only a subset of code lists are included in the GDM Code Lists tab. Except as noted, all codelists can be found in the GS1 GDSN Navigator [https://navigator.gs1.org]",,,,,,,,"Market Stage Indicator

All data may be exchanged as preliminary data prior to being final.",,,,,,,Change Information,,,
NO,388,Pet Food or Animal Feed Type Code,The code that indicates the type of pet food or animal feed given to wild or domestic animals in the course of animal husbandry.,"• FEED_MATERIALS
• COMPLETE
• COMPLEMENTARY
• COMPOUND
• MILK_REPLACER","Used by the consumer for search and discovery.
Used by the buyer for assortment planning.",feedType,"Type of pet food or feed given to wild or domestic animals in the course of animal husbandry, e.g. feed material, complete feed, complementary feed.",/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:animal_feeding:xsd:3' and local-name()='animalFeedingModule']/feedType,animalFeedingModule/feedType,YES,FeedTypeCode,97,N/A,N/A,Regional,N/A,N/A,Category Specific,YES,Final,NO,Final,YES,Final,,Update,"WR-21-247;
WR-22-177","Remove the NoAm Region from all applicable product categories.;
Add Market Stage Indicator information",2.1; 2.6.1
NO,389,Animal Feed Designed For Code,The code that describes the type of animal this feed/animal food is designed to be consumed by.,"• DOG
• FISH
• CAT
• EQUINE","Used by the consumer to determine whether this feed/animal food is appropriate for their animal.
Used by the consumer for search and discovery.
Used by the buyer for assortment planning.",targetedConsumptionBy,The type of animal this food is intended to be consumed by.,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:animal_feeding:xsd:3' and local-name()='animalFeedingModule']/targetedConsumptionBy,animalFeedingModule/targetedConsumptionBy,YES,TargetedConsumptionByCode,310,N/A,N/A,Regional,N/A,N/A,Category Specific,YES,Final,NO,Final,YES,Final,,Update,WR-22-177,Add Market Stage Indicator information,2.6.1
NO,399,Animal Feed Target Life Stage,The description of the intended life stage of the animal that will consume the feed/animal food.,"Image of a label showing a feeding table, highlighting the life stage.","Used by the consumer to understand the life stage of the animal for the specified feeding amount within the animal’s life stage.
Used by the consumer for search and discovery.",feedLifestage,Identifies the life-stage of the animal for which a trade item has been designed for example Adult.,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:animal_feeding:xsd:3' and local-name()='animalFeedingModule']/animalFeeding/feedLifestage,animalFeedingModule/animalFeeding/feedLifestage,YES,not applicable,,N/A,N/A,Regional,N/A,N/A,Category Specific,YES,Final,NO,Final,YES,Final,,Update,"WR-21-198;
WR-22-177","Add the statement to the Detailed Conditional Reason: ""If the feeding instructions cannot be described via the structured attributes, then the information shall be conveyed as a statement in Feeding Instructions (BMS ID 5913). Optionally, an image may be included in the Product Image URL (BMS ID 3000)."";
Add Market Stage Indicator information ",2.0; 2.6.1
NO,401,Maximum Weight Of Animal Being Fed,The highest weight of the animal intended to be fed the product as defined by the manufacturer.,"Image of feeding weight table from a package of pet food.

See dog and kitten feeding chart examples.","Used by the consumer for search and discovery.
",maximumWeightOfAnimalBeingFed,The highest weight (in a weight range) of the animal to be fed by the trade item.  This value qualifies the quantity of feed for the feed life-stage.,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:animal_feeding:xsd:3' and local-name()='animalFeedingModule']/animalFeeding/maximumWeightOfAnimalBeingFed,animalFeedingModule/animalFeeding/maximumWeightOfAnimalBeingFed,YES,not applicable,,N/A,N/A,Regional,N/A,N/A,Category Specific,NO,Preliminary,NO,Preliminary,YES,Final,,Update,"WR-21-198;
WR-22-177","Add the statement to the Detailed Conditional Reason: ""If the feeding instructions cannot be described via the structured attributes, then the information shall be conveyed as a statement in Feeding Instructions (BMS ID 5913). Optionally, an image may be included in the Product Image URL (BMS ID 3000)."";
Add Market Stage Indicator information ",2.0; 2.6.1
NO,403,Minimum Weight Of Animal Being Fed,The lowest weight of the animal intended to be fed the product as defined by the manufacturer.,"Image of feeding weight table from a package of pet food.

See dog and kitten feeding chart examples.","Used by the consumer for search and discovery.
",minimumWeightOfAnimalBeingFed,The lowest weight (in a weight range) of the animal to be fed by the trade item.  This value qualifies the quantity of feed for the feed lifestage.,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:animal_feeding:xsd:3' and local-name()='animalFeedingModule']/animalFeeding/minimumWeightOfAnimalBeingFed,animalFeedingModule/animalFeeding/minimumWeightOfAnimalBeingFed,YES,not applicable,,N/A,N/A,Regional,N/A,N/A,Category Specific,NO,Preliminary,NO,Preliminary,YES,Final,,Update,"WR-21-198;
WR-22-177","Add the statement to the Detailed Conditional Reason: ""If the feeding instructions cannot be described via the structured attributes, then the information shall be conveyed as a statement in Feeding Instructions (BMS ID 5913). Optionally, an image may be included in the Product Image URL (BMS ID 3000)."";
Add Market Stage Indicator information ",2.0; 2.6.1
NO,416,Feeding Amount,"The amount of feed (with its unit of measure) that is specified on the product label. This may be associated with the feed life-stage and qualified by the weight of the animal being fed.



","Image of feeding weight table that also includes an exact feeding amount from a package of pet food.

See horse and pony feeding chart example.",Used to inform the consumer of the correct amount of the product to feed the animal.,feedingAmount,The amount of feed which is specified for the feed life-stage and qualified by the weight of animal being fed.,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:animal_feeding:xsd:3' and local-name()='animalFeedingModule']/animalFeeding/animalFeedingDetail/feedingAmount,animalFeedingModule/animalFeeding/animalFeedingDetail/feedingAmount,YES,not applicable,,N/A,N/A,Regional,N/A,N/A,Category Specific,NO,Preliminary,NO,Preliminary,YES,Final,,Update,"WR-21-198;
WR-22-177","Add the statement to the Detailed Conditional Reason: ""If the feeding instructions cannot be described via the structured attributes, then the information shall be conveyed as a statement in Feeding Instructions (BMS ID 5913). Optionally, an image may be included in the Product Image URL (BMS ID 3000)."";
Add Market Stage Indicator information ",2.0; 2.6.1
NO,420,Maximum Feeding Amount,The largest amount of product (with its unit of measure) specified for the animal being fed as defined by the manufacturer.,"Image of feeding weight table that also includes the feeding amount from a package of pet food.

See dog and kitten feeding chart examples.","Used to inform the consumer of the maximum amount of the product to feed the animal.

Used in conjunction with Minimum Feeding Amount if a range is being specified. If a single amount is to be specified, use Feeding Amount, instead.
",maximumFeedingAmount,The maximum amount of feed which is specified for the feed life-stage and qualified by the weight of animal being fed.,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:animal_feeding:xsd:3' and local-name()='animalFeedingModule']/animalFeeding/animalFeedingDetail/maximumFeedingAmount,animalFeedingModule/animalFeeding/animalFeedingDetail/maximumFeedingAmount,YES,not applicable,,N/A,N/A,Regional,N/A,N/A,Category Specific,NO,Preliminary,NO,Preliminary,YES,Final,,Update,"WR-21-198;
WR-22-177","Add the statement to the Detailed Conditional Reason: ""If the feeding instructions cannot be described via the structured attributes, then the information shall be conveyed as a statement in Feeding Instructions (BMS ID 5913). Optionally, an image may be included in the Product Image URL (BMS ID 3000)."";
Add Market Stage Indicator information ",2.0; 2.6.1
NO,422,Minimum Feeding Amount,The least amount of product (with its unit of measure) specified for the animal being fed as defined by the manufacturer.,"Image of feeding weight table that also includes the feeding amount from a package of pet food.

See dog and kitten feeding chart examples.","Used to inform the consumer of the minimum amount of the product to feed the animal.

Used in conjunction with Maximum Feeding Amount if a range is being specified. If a single amount is to be specified, use Feeding Amount, instead.
",minimumFeedingAmount,The minimum amount of feed which is specified for the feed life-stage and qualified by the weight of animal being fed.,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:animal_feeding:xsd:3' and local-name()='animalFeedingModule']/animalFeeding/animalFeedingDetail/minimumFeedingAmount,animalFeedingModule/animalFeeding/animalFeedingDetail/minimumFeedingAmount,YES,not applicable,,N/A,N/A,Regional,N/A,N/A,Category Specific,NO,Preliminary,NO,Preliminary,YES,Final,,Update,"WR-21-198;
WR-22-177","Add the statement to the Detailed Conditional Reason: ""If the feeding instructions cannot be described via the structured attributes, then the information shall be conveyed as a statement in Feeding Instructions (BMS ID 5913). Optionally, an image may be included in the Product Image URL (BMS ID 3000)."";
Add Market Stage Indicator information ",2.0; 2.6.1
NO,424,Feeding Frequency ,The recommended frequency to feed an animal the quantity of feed within a time period for the specified feed life-stage.,"• daily
• twice daily
• maximum 2 chew sticks
• 3 portions per day","Used to inform consumers of the time period in which and/or how often the animal is recommended to be fed with the specified feeding amount.

Used in conjunction with: Animal Feed Target Life Stage, Feeding Amount, Minimum Feeding Amount, Maximum Feeding Amount, Minimum Weight of Animal Being Fed, Maximum Weight of Animal Being Fed, Feeding Instructions.",recommendedFrequencyOfFeeding,"How frequently it is recommended to feed an animal the quantity of feed within a time period for the specified feed life-stage. Examples: 2 feedings per day,  maximum 2 chew sticks  and/or 2 portions per day.",/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:animal_feeding:xsd:3' and local-name()='animalFeedingModule']/animalFeeding/animalFeedingDetail/recommendedFrequencyOfFeeding,animalFeedingModule/animalFeeding/animalFeedingDetail/recommendedFrequencyOfFeeding,YES,not applicable,,N/A,N/A,Regional,N/A,N/A,Category Specific,NO,Preliminary,NO,Preliminary,YES,Final,,Update,"WR-21-198;
WR-22-177","Add the statement to the Detailed Conditional Reason: ""If the feeding instructions cannot be described via the structured attributes, then the information shall be conveyed as a statement in Feeding Instructions (BMS ID 5913). Optionally, an image may be included in the Product Image URL (BMS ID 3000)."";
Add Market Stage Indicator information ",2.0; 2.6.1
NO,600,Batteries Included Indicator,The indicator specifying whether batteries are included with the product.,"• Image of a smartphone with non-removable battery.
• Image of a toy with removable batteries.
• Image of an electric toothbrush.",Used by the buyer to inform the consumer whether batteries are included with the product. Online retailer can suggest battery purchase. Used to flag waste or shipping restrictions.,areBatteriesIncluded,Indicates if batteries are either included or not included with the trade item.,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:battery_information:xsd:3' and local-name()='batteryInformationModule']/areBatteriesIncluded,batteryInformationModule/areBatteriesIncluded,NO,not applicable,,N/A,Regional,N/A,N/A,N/A,Marketing & Consumer Facing,YES,Final,YES,Final,YES,Final,,Update,WR-22-177,Add Market Stage Indicator information,2.6.1
NO,601,Batteries Required Indicator,"The indicator specifying whether batteries are required to operate the product, including built in batteries and removable batteries.","• Image of a toy that requires two batteries.
• Image of a toy that requires four batteries.
• A product with a rechargeable battery in it. Flashlight, electric toothbrush with a fixed battery that can be recharged.","Used by the buyer to inform the consumer whether batteries are required to operate the product.  Used in conjunction with Batteries Included Indicator, Number of Batteries Required, Batteries Built In Indicator, and Number of Batteries Built In.",areBatteriesRequired,Indicates if batteries are required to operate the trade item.,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:battery_information:xsd:3' and local-name()='batteryInformationModule']/areBatteriesRequired,batteryInformationModule/areBatteriesRequired,NO,not applicable,,N/A,Regional,N/A,N/A,N/A,Marketing & Consumer Facing,YES,Final,NO,Preliminary,YES,Final,,Update,WR-22-177,Add Market Stage Indicator information,2.6.1
NO,612,Batteries Built In Indicator,The indicator specifying whether batteries are built into the product.,"• Image of a toy that requires two batteries. (no)
• Image of a toy that requires four batteries. (no) 
• A product with a rechargeable battery in it. Electric toothbrush with a fixed battery that can be recharged. (yes)
• A Bluetooth GPS finder with a built in battery (e.g. TILE). (yes)","Used by the buyer to inform the consumer if batteries are built into the product. Used to highlight waste, storage or shipping restrictions.",areBatteriesBuiltIn,This code is defined as an indicator whether or not any batteries included with the trade item are built into the trade item during manufacturing. and cannot be changed or removed.,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:battery_information:xsd:3' and local-name()='batteryInformationModule']/batteryDetail/areBatteriesBuiltIn,batteryInformationModule/batteryDetail/areBatteriesBuiltIn,NO,not applicable,,N/A,Regional,N/A,N/A,N/A,Marketing & Consumer Facing,YES,Final,YES,Final,YES,Final,,Update,WR-22-177,Add Market Stage Indicator information,2.6.1
NO,613,Battery Material Type Code,The code which indicates the material of the battery.,"Image of several battery types showing the waste restrictions. For example, battery material of Lithium or NiMH. Example: electric toothbrush","Used by the buyer to inform the consumer of the battery material for proper handling. Used to highlight waste, storage or shipping restrictions.",batteryTechnologyTypeCode,"The type of battery family (e.g. Lithium, NiMH) of batteries used by the product.",/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:battery_information:xsd:3' and local-name()='batteryInformationModule']/batteryDetail/batteryTechnologyTypeCode,batteryInformationModule/batteryDetail/batteryTechnologyTypeCode,YES,BatteryTechnologyTypeCode,33,N/A,Regional,N/A,N/A,N/A,Marketing & Consumer Facing,YES,Final,YES,Final,YES,Final,Not required at Move/Store if batteries are not included or built in.,Update,"WR-21-182;
WR-22-177","Update Detailed Conditional Reason to ""If the product requires a specific battery technology type to operate or the batteries are included with or built into the product, this attribute is MANDATORY."";
Add Market Stage Indicator information",2.0; 2.6.1
NO,614,Battery Size Type Code,The code which indicates the physical size/shape of the battery used to operate the product.,"Image of different sized batteries (i.e. AA, AAA) including the product that the batteries are used for, alongside the code list. Example:  toothbrush, battery packs of different sizes, watch, flashlight",Used by the buyer to inform the consumer of the size of the battery needed for the product. Often used in conjunction with Battery Material Type Code.,batteryTypeCode,"Type of battery required to operate the game. If “Are Batteries Required” or if “Quantity of Batteries"" is populated or if ""Are Batteries Included = “Yes” this attribute is required.",/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:battery_information:xsd:3' and local-name()='batteryInformationModule']/batteryDetail/batteryTypeCode,batteryInformationModule/batteryDetail/batteryTypeCode,YES,BatteryTypeCode,34,N/A,Regional,N/A,N/A,N/A,Marketing & Consumer Facing,YES,Final,YES,Final,YES,Final,Not required at Move/Store if batteries are not included or built in.,Update,WR-22-177,Add Market Stage Indicator information,2.6.1
NO,615,Battery Weight,The weight of one battery included with or built into the product.,"Image of different sized batteries (i.e. AA, AAA) including the product that the batteries are used for, alongside the battery weight. Example:  toothbrush, watch, flashlight, ",Used to declare the battery weights for disposal.,batteryWeight,The weight of each battery included with or built into the trade item.,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:battery_information:xsd:3' and local-name()='batteryInformationModule']/batteryDetail/batteryWeight,batteryInformationModule/batteryDetail/batteryWeight,YES,not applicable,,N/A,Regional,N/A,N/A,N/A,Marketing & Consumer Facing,YES,Final,YES,Final,YES,Final,Not required at Move/Store if batteries are not included or built in.,Update,"WR-21-182;
WR-21-247;
WR-22-177","Update Detailed Conditional Reason to ""If the product requires batteries to operate and the batteries are included with or built into the product, this attribute is MANDATORY."";
Remove the NoAmRegion from all applicable product categories.;
Add Market Stage Indicator information",2.0; 2.1; 2.6.1
NO,617,Number of Batteries Built In,The number of batteries built into the product.,"• A product with two rechargeable batteries in it:  two batteries.
• Electric toothbrush with a fixed battery that can be recharged: one battery.
• A Bluetooth GPS finder with a built in battery (e.g. TILE):  one battery.","Used by the buyer to inform the consumer of the number of batteries built into the product. Used to highlight waste, storage or shipping restrictions.",quantityOfBatteriesBuiltIn,The quantity of batteries built into the trade item during manufacturing. This includes batteries that can or cannot be changed or removed.,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:battery_information:xsd:3' and local-name()='batteryInformationModule']/batteryDetail/quantityOfBatteriesBuiltIn,batteryInformationModule/batteryDetail/quantityOfBatteriesBuiltIn,NO,not applicable,,N/A,Regional,N/A,N/A,N/A,Marketing & Consumer Facing,YES,Final,YES,Final,YES,Final,Not required at Move/Store if batteries are not included or built in.,Update,WR-22-177,Add Market Stage Indicator information,2.6.1
NO,618,Number of Batteries Required,The number of batteries required to operate the product.,"• Image of a toy that requires two batteries.
• Image of a toy that requires four batteries.
• A product with a rechargeable battery in it. Flashlight, electric toothbrush with a fixed battery that can be recharged.",Used by the buyer to inform consumer of the number of removable or reusable batteries to operate the product.,quantityOfBatteriesRequired,The number of batteries required to operate the trade item.,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:battery_information:xsd:3' and local-name()='batteryInformationModule']/batteryDetail/quantityOfBatteriesRequired,batteryInformationModule/batteryDetail/quantityOfBatteriesRequired,NO,not applicable,,N/A,Regional,N/A,N/A,N/A,Marketing & Consumer Facing,YES,Final,NO,Preliminary,YES,Final,,Update,WR-22-177,Add Market Stage Indicator information,2.6.1
YES,789,Consumer Storage Instructions ,The instructions and information provided to the consumer about proper storage for the product.,"• Refrigerate after opening
• Keep out of direct sunlight","Used to provide instructions and information to the consumer about the proper storage of the product for safety, quality, or taste.",consumerStorageInstructions,"Expresses in text the consumer storage instructions of a product which are normally held on the label or accompanying the product. This information may or may not be labeled on the pack. Instructions may refer to a suggested storage temperature, a specific storage requirement.",/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:consumer_instructions:xsd:3' and local-name()='consumerInstructionsModule']/consumerInstructions/consumerStorageInstructions,consumerInstructionsModule/consumerInstructions/consumerStorageInstructions,YES,not applicable,,Global,Global,Global,Global,Global,Marketing & Consumer Facing,NO,Preliminary,NO,Preliminary,YES,Final,,Update,WR-22-177,Add Market Stage Indicator information,2.6.1
NO,791,Consumer Usage Instructions,The instructions and information provided to the consumer on the usage of the product.,"• For cleansing products: wash face and apply to skin
• For food: best served chilled",Used to provide instructions and information to the consumer about the recommended use of the product. May be used to provide serving suggestions for food.,consumerUsageInstructions,"Expresses in text the consumer usage instructions of a product which are normally held on the label or accompanying the product. This information may or may not be labeled on the pack. Instructions may refer to a the how the consumer is to use the product, This does not include storage, food preparations, and drug dosage and preparation instructions.",/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:consumer_instructions:xsd:3' and local-name()='consumerInstructionsModule']/consumerInstructions/consumerUsageInstructions,consumerInstructionsModule/consumerInstructions/consumerUsageInstructions,YES,not applicable,,Global,Global,N/A,Global,Global,Marketing & Consumer Facing,NO,Preliminary,NO,Preliminary,YES,Final,,Update,WR-22-177,Add Market Stage Indicator information,2.6.1
NO,879,Percent of Milk Fat In Dairy,The percentage of milk fat contained in the milk portion of the dairy product.,"Image of:
• different sized milk containers showing the percent of milk fat in each.
• yogurt container showing the percent of milk fat.","Used by the buyer for assortment planning.

Used by the consumer for search and discovery.",fatInMilkContent,The percentage of fat contained in milk content of the product.,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:dairy_fish_meat_poultry:xsd:3' and local-name()='dairyFishMeatPoultryItemModule']/dairyFishMeatPoultryInformation/fatInMilkContent,dairyFishMeatPoultryItemModule/dairyFishMeatPoultryInformation/fatInMilkContent,NO,not applicable,,Regional,N/A,N/A,N/A,N/A,Category Specific,YES,Final,NO,Final,YES,Final,,Update,WR-22-177,Add Market Stage Indicator information,2.6.1
NO,912,Fish Scientific Name,The scientific name of fish and seafood products.,Scientific name for Atlantic cod is Gadus morhua. ,"Used by the buyer to communicate to the consumer the scientific name of the fish and seafood (in EU legally required).

Used for reporting to authorities.
",speciesForFisheryStatisticsPurposesName,The scientific name associated with the speciesforFisheryStatisticsPurposesCode.,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:dairy_fish_meat_poultry:xsd:3' and local-name()='dairyFishMeatPoultryItemModule']/dairyFishMeatPoultryInformation/fishReportingInformation/speciesForFisheryStatisticsPurposesName,dairyFishMeatPoultryItemModule/dairyFishMeatPoultryInformation/fishReportingInformation/speciesForFisheryStatisticsPurposesName,NO,not applicable,,Regional,N/A,N/A,N/A,N/A,Category Specific,YES,Final,NO,Final,YES,Final,,Update,WR-22-177,Add Market Stage Indicator information,2.6.1
NO,914,Fishing Gear Code,The code indicating what type of fishing gear was used to catch fish and seafood.,"Legally required codes:
• Code 04 for Dredges
• Code 08 for Traps

Additional voluntary codes:
• Code DRB for Boat dredges
• Code DRH for Hand dredges
• GILLNETS_PELAGIC for Gillnets: Set (anchored) gillnets: pelagic gillnets","Used by the buyer to communicate to the consumer the gear used to catch fish and seafood (in EU legally required). Codes specified by FAO (Fisheries and Aquaculture Department of the Food and Agriculture Organization of the United Nations) and WWF (World Wide Fund For Nature) are accepted designations for wild catch fishing gear.

Used for reporting to authorities.",catchMethodCode,The code indicating what type of fishing gear was used to catch fish and seafood.,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:dairy_fish_meat_poultry:xsd:3' and local-name()='dairyFishMeatPoultryItemModule']/dairyFishMeatPoultryInformation/fishReportingInformation/fishCatchInformation/catchMethodCode,dairyFishMeatPoultryItemModule/dairyFishMeatPoultryInformation/fishReportingInformation/fishCatchInformation/catchMethodCode,YES,CatchMethodCode,41,Regional,N/A,N/A,N/A,N/A,Category Specific,YES,Final,NO,Final,YES,Final,,Update,WR-22-177,Add Market Stage Indicator information,2.6.1
NO,915,Fish Production Method Code,The code indicating how the fish and seafood were grown and harvested or caught.,"• AQUACULTURE
• INLAND_FISHERY
• MARINE_FISHERY

Additional voluntary code:
• AQUACULTURE_PONDS_EXTENSIVE for Aquaculture ponds - extensive production","Used by the buyer to communicate to the consumer the production method of fish and seafood (in EU legally required), as well as the aquaculture production system beyond the legally required information. Codes specified by FAO (Fisheries and Aquaculture Department of the Food and Agriculture Organization of the United Nations) and WWF (World Wide Fund For Nature) are accepted designations for fish and seafood production methods and aquaculture production systems.

Used for reporting to authorities.",productionMethodForFishAndSeaFoodCode,The code indicating how the fish and seafood were grown and harvested or caught.,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:dairy_fish_meat_poultry:xsd:3' and local-name()='dairyFishMeatPoultryItemModule']/dairyFishMeatPoultryInformation/fishReportingInformation/fishCatchInformation/productionMethodForFishAndSeaFoodCode,dairyFishMeatPoultryItemModule/dairyFishMeatPoultryInformation/fishReportingInformation/fishCatchInformation/productionMethodForFishAndSeaFoodCode,YES,ProductionMethodForFishAndSeaFoodCode,258,Regional,N/A,N/A,N/A,N/A,Category Specific,YES,Final,NO,Final,YES,Final,,Update,WR-22-177,Add Market Stage Indicator information,2.6.1
NO,916,Fish Storage State Code,The code indicating whether the fish was previously frozen or not.,"Code value PREVIOUSLY_FROZEN with an image of a thawed fish including a label that indicates the fish was previously frozen.
",Used by the buyer and the consumer to know whether fish can be re-frozen after purchase.,storageStateCode,A code depicting that the referred product was previously frozen or not.,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:dairy_fish_meat_poultry:xsd:3' and local-name()='dairyFishMeatPoultryItemModule']/dairyFishMeatPoultryInformation/fishReportingInformation/fishCatchInformation/storageStateCode,dairyFishMeatPoultryItemModule/dairyFishMeatPoultryInformation/fishReportingInformation/fishCatchInformation/storageStateCode,YES,StorageStateCode,303,Regional,N/A,N/A,N/A,N/A,Category Specific,YES,Final,YES,Final,YES,Final,,Update,WR-22-177,Add Market Stage Indicator information,2.6.1
YES,1002,End Availability Date/Time,The date/time when the product is no longer available for order from the seller.,"• Christmas ornament is no longer available to be ordered as of 12-December-2035.
• Wine vintage 1925 is no longer available to be ordered as of 02-May-2019.
• A bonus toothpaste item with a GTIN different from the base item is no longer available to be ordered as of 16-April-2020.
• The brand owner has discontinued Sour Cream and Onion chips. The End Availability Date is 01-Nov-2035.","Used by the seller to communicate to the buyer when a product is no longer available for order, including seasonal trade items. Enables the buyer to manage item life cycle processes.",endAvailabilityDateTime,"The date from which the trade item is no longer available from the information provider, including seasonal or temporary trade item and services.",/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:delivery_purchasing_information:xsd:3' and local-name()='deliveryPurchasingInformationModule']/deliveryPurchasingInformation/endAvailabilityDateTime,deliveryPurchasingInformationModule/deliveryPurchasingInformation/endAvailabilityDateTime,NO,not applicable,,Global,Global,Global,Global,Global,Product Life Cycle,YES,Final,NO,Final,YES,Final,"Requirement for this attribute varies depending upon business process, promotional SKUs and product life cycle. Generally not needed for regular portfolio/basic products that are consistently available over a long period of time.",Update,WR-22-177,Add Market Stage Indicator information,2.6.1
